constraint_id,constraint_type,generic_land_use_type_id,maximum,minimum,plan_type_id
1798,far,4,0.4,0.0,696
1799,far,4,0.4,0.0,697
1287,far,3,0.4,0.0,697
358,units_per_acre,1,0.4,0.0,698
2315,far,6,0.4,0.0,699
1288,far,3,0.4,0.0,699
1800,far,4,0.4,0.0,699
359,units_per_acre,1,0.0,0.0,699
1289,far,3,0.38,0.0,700
1801,far,4,0.38,0.0,700
1802,far,4,0.38,0.0,701
1290,far,3,0.38,0.0,701
1886,far,5,0.35,0.0,702
1803,far,4,0.35,0.0,702
1291,far,3,0.35,0.0,702
1292,far,3,0.35,0.0,704
1804,far,4,0.35,0.0,704
1887,far,5,0.35,0.0,704
2316,far,6,0.35,0.0,704
1888,far,5,0.33,0.0,705
1805,far,4,0.33,0.0,705
1293,far,3,0.33,0.0,705
360,units_per_acre,1,0.2,0.0,706
1889,far,5,0.1,0.0,706
1890,far,5,0.3,0.0,707
1806,far,4,0.3,0.0,708
1294,far,3,0.3,0.0,708
361,units_per_acre,1,0.25,0.0,709
1807,far,4,0.25,0.0,710
1295,far,3,0.25,0.0,710
1891,far,5,0.25,0.0,711
362,units_per_acre,1,0.25,0.25,712
363,units_per_acre,1,0.2,0.0,714
364,units_per_acre,1,0.125,0.0,715
1892,far,5,0.1,0.0,716
365,units_per_acre,1,0.1,0.0,717
366,units_per_acre,1,0.05,0.0,718
367,units_per_acre,1,0.029,0.0,719
368,units_per_acre,1,0.025,0.0,720
2317,units_per_acre,1,0.0,0.0,1000
2319,far,3,0.0,0.0,1000
2318,units_per_acre,2,0.0,0.0,1000
